qid,label_en,depicts_uuid,depicts,depicts_ref1_hash,depicts_ref1_statedIn,depicts_ref1_referenceUrl,depicts_ref1_retrieved_nodeId,depicts_ref1_retrieved_val,depicts_ref1_retrieved_prec
Q102970269,Reclining Nude (after Titian),,,,,,,,
Q102970276,Reclining ox with brown glaze,,,,,,,,
Q102970280,Red and gold fabric,,,,,,,,
Q102970289,Red bowl with a black band,,,,,,,,
Q102970296,"Red Dune, from ""America: Now + Here"" a portfolio",,,,,,,,
Q102970306,Red Maple Leaves at Kaian-ji Temple (Kaian-ji kōyō),,,,,,,,
Q102970315,"Red Sankaku, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102970324,Relief of Five Arhats (disciples of Buddha),,,,,,,,
Q102970329,Remembering Magellan - The Atlantic Ocean,,,,,,,,
Q102970335,Repoussé bowl with farm scenes,,,,,,,,
Q102970341,Reproduction of a screen painting,,,,,,,,
Q102970348,"Reproductions of Samurai Swords, (Set of two) with Lacquered Stand",,,,,,,,
Q102970353,Rest on the Flight into Egypt,,,,,,,,
Q102970360,Restaurant Scene,,,,,,,,
Q102970366,Resting Cat,,,,,,,,
Q102970371,"Return to Go, from: 10 West Coast Artists",,,,,,,,
Q102970380,Revival Ramp,,,,,,,,
Q102970390,Rice Cake Mold (2 parts) with a Design of a Diamond-Shaped Flower,,,,,,,,
Q102970395,Rice Cake Mold (2 parts) with a Design of an Open Folding Fan,,,,,,,,
Q102970401,Rice Cake Mold (2 parts) with a Design of Pine Branches Against a Full Moon,,,,,,,,
Q102970406,Rice Cake Mold (2 parts) with a Design of Thirteen Bamboo Shoots,,,,,,,,
Q102970411,Rice Cake Mold with a Circular Design of Three Wisteria Blossoms,,,,,,,,
Q102970419,Rice Cake Mold with a Cucumber,,,,,,,,
Q102970425,Rice Cake Mold with a Design of a Bamboo Shoot,,,,,,,,
Q102970430,Rice Cake Mold with a Design of a Basket of Peaches and Pomegranates,,,,,,,,
Q102970438,Rice Cake Mold with a Design of a Peony,,,,,,,,
Q102970446,Rice Cake Mold with a Design of a Pine Tree and Bamboo Grass,,,,,,,,
Q102970454,"Rice Cake Mold with a Design of a Tortoise on One Side, a Crane on the Other",,,,,,,,
Q102970459,Rice Cake Mold with a Design of a Twelve-Petalled Chrysanthemum and a Peach,,,,,,,,
Q102970464,Rice Cake Mold with a Design of Five Drinking Gourds,,,,,,,,
Q102970468,Rice Cake Mold with a Design of Five Squares with Five Variations of the Character for Good Fortune (Fuku),,,,,,,,
Q102970472,Rice Cake Mold with a Design of Five Tortoises,,,,,,,,
Q102970480,"Rice Cake Mold with a Design of Mt. Fuji, Pine, a Bird, Two Fruits, and Clouds",,,,,,,,
Q102970490,"Rice Cake Mold with a Design of Two Deer on One Side, Pine Trees on the Other",,,,,,,,
Q102970496,"Rice Cake Mold with a Design on one Side of Two Stylized Flowers, Another Flower on the Other Side",,,,,,,,
Q102970508,Richard III,,,,,,,,
Q102970517,"Rimac, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102970524,Ring Out Wild Bells to the Wild Sky,,,,,,,,
Q102970529,"Ringling Bros and Barnum & Bailey Circus: See you at ""The Greatest Show on Earth""",,,,,,,,
Q102970536,River Scene,,,,,,,,
Q102970542,Road Accident by a Windmill,,,,,,,,
Q102970556,Rockingham Pottery Brown Cookie Jar,,,,,,,,
Q102970564,Rockport (Bearskin Neck),,,,,,,,
Q102970577,Rockport (Front Beach),,,,,,,,
Q102970586,Roentgenologist's Nightmare,,,,,,,,
Q102970594,Roman Republic coin,,,,,,,,
Q102970600,Rooftops,,,,,,,,
Q102970607,"Rose Mirror, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102970613,"Rough seas harbor scene, after J. Vernet",,,,,,,,
Q102970619,Royal Fisherman,,,,,,,,
Q102970627,"Rubbing of stone relief showing a battle on a bridge, from the Wu Family Shrines, Shandong province",,,,,,,,
Q102970631,Rue d'Orchamp,,,,,,,,
Q102970636,Ruins,,,,,,,,
Q102970643,"Ruins of the Basilica of St. Paul's in Rome (image verso, view inside the Basilica of St. Paul's in Rome)",,,,,,,,
Q102970648,Rundhurst,,,,,,,,
Q102970654,"Russian Language Lesson, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102970658,"Russian troops combat an attempted coup d'etat, Moscow, Russia",,,,,,,,
Q102970665,Rustic Lovers,,,,,,,,
Q102970670,Sac (Sack),,,,,,,,
Q102970676,Sad Cat,,,,,,,,
Q102970684,Sailboat,,,,,,,,
Q102970691,"Sakanoshita: Fudesute Mountain (Sakanoshita, Fudesute mine)",,,,,,,,
Q102970696,Sake bottle with inscription,,,,,,,,
Q102970706,Sake cup with a design in blue underglaze of a gourd and vines,,,,,,,,
Q102970719,Sake cup with a design of a flying crane in blue glaze,,,,,,,,
Q102970729,Sake cup with a square foot and an inscription on the outside rim,,,,,,,,
Q102970735,"Sake flask with a combination of abstract and floral patterns in green, yellow and red",,,,,,,,
Q102970740,Sake flask with a design in blue and brown underglaze of fish with a thin overglaze,,,,,,,,
Q102970749,Sake flask with a design in blue underglaze of abstract floral motif,,,,,,,,
Q102970757,Sake flask with green and glaze with abstract line design,,,,,,,,
Q102970763,Sake flask with ochre and green glazes with incised abstract floral motif,,,,,,,,
Q102970768,San Blas Embroidery,,,,,,,,
Q102970776,"San Quentin, California, Death House Prison",,,,,,,,
Q102970782,"Sannio (Sannio), from Paesaggi (Landscapes)",,,,,,,,
Q102970790,"Sans, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102970796,"Sarah after Court Hearing, from the series, I Am Unbeatable",,,,,,,,
Q102970805,"Sarah and a member of B.A.C.A. discussing a strategy to protect the boys, from the series, I Am Unbeatable",,,,,,,,
Q102970812,"Sarah and Her Family, from the series, I Am Unbeatable",,,,,,,,
Q102970819,"Sarah and Her Mother, from the series, I Am Unbeatable",,,,,,,,
Q102970824,"Sarah and Taylor, from the series, I Am Unbeatable",,,,,,,,
Q102970832,"Sarah with her Family Attend the ""Meet us at the Bridge"" Ceremony, from the series, I Am Unbeatable",,,,,,,,
Q102970839,"Sarah, James and Taylor, from the series, I Am Unbeatable",,,,,,,,
Q102970850,"Sarah's New World, from the series, I Am Unbeatable",,,,,,,,
Q102970864,Sashi with leather coin purse,,,,,,,,
Q102970872,Sauce pot with a design in blue and brown underglaze of flowers,,,,,,,,
Q102970879,Sauce pot with design of a white camellia blossom,,,,,,,,
Q102970890,Sauce pot with lid with a design in blue underglaze of flowers,,,,,,,,
Q102970897,Sausage,,,,,,,,
Q102970904,Sawankhalok war lidded jar with abstract designs in brown underglaze,,,,,,,,
Q102970912,Scarborough,,,,,,,,
Q102970917,"Scarborough, London & North Eastern Railway of England and Scotland",,,,,,,,
Q102970925,Scene #10 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970933,Scene #11 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970941,Scene #11 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970948,Scene #2 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970954,Scene #3 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970960,Scene #3 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970971,Scene #4 from The Lives of the Loyal Retainers (Chushingura ),,,,,,,,
Q102970978,Scene #5 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970984,Scene #5 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970990,Scene #6 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102970998,Scene #6 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102971008,Scene #7 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102971015,Scene #7 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102971027,Scene #8 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102971033,Scene #8 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102971046,Scene #9 from The Lives of the Loyal Retainers (Chushingura),,,,,,,,
Q102971052,Scene from a Kabuki Play,,,,,,,,
Q102971059,Scene in Haiti #1,,,,,,,,
Q102971068,Scene in Haiti #2,,,,,,,,
Q102971078,Scenes from life of a saint,,,,,,,,
Q102971086,School Girls (Study for Recess #1),,,,,,,,
Q102971092,Scotland Yard with Part of the Banquet House,,,,,,,,
Q102971097,"Screen painting of five cranes (three flying), with a rushing stream on the left and the bank on the right",,,,,,,,
Q102971105,"Screen painting of four cranes (three flying), with flowing water, bamboo, and cherry blossoms",,,,,,,,
Q102971112,"Screen, from American Abstract Artists 60th Anniversary Print Portfolio 1997",,,,,,,,
Q102971120,Scroll weight with an inlaid chrysanthemum design in mother of pearl,,,,,,,,
Q102971125,Scroll weight with an inlaid floral design in silver and gold,,,,,,,,
Q102971132,Scroll weight with an inlaid tree peony design in gold and silver,,,,,,,,
Q102971141,Scroll weight with inscription,,,,,,,,
Q102971147,Sculptural Objects,,,,,,,,
Q102971155,Sea Battle,,,,,,,,
Q102971169,Seal case with a design of a dragon on both sides,,,,,,,,
Q102971179,Seal with Herman D. Doochin's personal seal reading Ha-man,,,,,,,,
Q102971185,"Seals and Labels of a Theatrical Group's Gathering Held on January 20, 1921",,,,,,,,
Q102971191,Seated Buddha with reversed swastika on chest in meditation,,,,,,,,
Q102971199,Seated Female Figure,,,,,,,,
Q102971215,Seated female figure with fan with green glaze,,,,,,,,
Q102971222,Seated man with green glaze,,,,,,,,
Q102971229,Seated Nude,,,,,,,,
Q102971237,Second of Six Images for J,,,,,,,,
Q102971244,Section of obi with a design of Mt. Fuji and fishermen,,,,,,,,
Q102971257,"Seki: Early Departure of a Daimyō (Seki, honjin hayadachi)",,,,,,,,
Q102971272,"Self portrait ""For Your File. Fritz Eichenberg"" (2 copies)",,,,,,,,
Q102971281,"Sera Sulla Collina (Evening on the Hill), from Paesaggi (Landscapes)",,,,,,,,
Q102971288,"Sesshū Drawing Rats which Come to Life, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)",,,,,,,,
Q102971296,Set of Eight Ink Sticks With Relief Designs of Landscapes & Calligraphy,,,,,,,,
Q102971305,Set of five incense cases with individual designs in cotton pouch,,,,,,,,
Q102971310,Set of five incense cases with individual designs in cotton pouch (Bouquet of Irises for the Boy's Festival design),,,,,,,,
Q102971317,Set of five incense cases with individual designs in cotton pouch (Emperor and Empress for the Girl's Doll Festival design),,,,,,,,
Q102971327,Set of five incense cases with individual designs in cotton pouch (Leaf and inscribed poem papers for the Tanabata Festival design),,,,,,,,
Q102971335,Set of five incense cases with individual designs in cotton pouch Chrysanthemum and butterfly,,,,,,,,
Q102971341,Shallow dish with radial cornered gray landscape (Ko-Kutani ware),,,,,,,,
Q102971349,Shard of an Amphora,,,,,,,,
Q102971358,"Sheep, Cows, and People Crossing a Bridge",,,,,,,,
Q102971369,Shibayama plaque with design of Mt. Fuji and lake,,,,,,,,
Q102971380,Shield,,,,,,,,
Q102971388,Shigaraki ware bowl with foliate rim brown glazes,,,,,,,,
Q102971395,Shigaraki ware chawan (tea bowl) with green and brown glaze,,,,,,,,
Q102971404,Shigaraki ware vase with incised pattern,,,,,,,,
Q102971410,Shikishi cardboard square with calligraphy reading Haman (Herman Doochin),,,,,,,,
Q102971418,Shinnecock Cloudburst,,,,,,,,
Q102971431,Shino ware chawan (tea bowl) with a plant design,,,,,,,,
Q102971440,Shinzo Ukiyo E Ruiko,,,,,,,,
Q102971448,Shoes,,,,,,,,
Q102971457,"Shore/Coast (Varigotti, Italy)",,,,,,,,
Q102971466,Shrimp (hanging scroll),,,,,,,,
Q102971472,Sign Boards Giving the Names of Donors to Shi-Tenno-ji Temple in Osaka,,,,,,,,
Q102971480,Signature Seal in the Form of a Lion Dog,,,,,,,,
Q102971484,Signature Seal with a Design of a Bird and a Leaf,,,,,,,,
Q102971492,Signature Seal With a Design of Rocks and Bamboo,,,,,,,,
Q102971498,"Signature Seal, Square with an Arched Handle",,,,,,,,
Q102971507,Silverstone Rising,,,,,,,,
Q102971512,Simón Bolívar,,,,,,,,
Q102971521,Singer's Fan Painted with a Design of Two Goldfish,,,,,,,,
Q102971532,Sitting Bull,,,,,,,,
Q102971540,Six Figures,,,,,,,,
Q102971552,"Six heures et demie, from Album du Siége",,,,,,,,
Q102971560,Six panel screen with scenes from the Tale of Genji,,,,,,,,
Q102971569,"Sketch for ""Devil Says Hello #4""",,,,,,,,
Q102971576,Skull and Cape,,,,,,,,
Q102971588,Sleeping Child,,,,,,,,
Q102971595,Sleeping Woman,,,,,,,,
Q102971602,"Slospeed XXX, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102971611,Small Birds from the portfolio Dear Stieglitz,,,,,,,,
Q102971618,Small bowl with design of iris,,,,,,,,
Q102971627,Small bowl with foot (Celadon ware),,,,,,,,
Q102971636,Small City,,,,,,,,
Q102971643,Small eagle pendant,,,,,,,,
Q102971652,Small frog pendant,,,,,,,,
Q102971659,Small green jar with celadon glaze,,,,,,,,
Q102971666,Small jar,,,,,,,,
Q102971674,Small jar with a design in  blue underglaze of animals and plants,,,,,,,,
Q102971679,Small spotted pot,,,,,,,,
Q102971686,"Smashing Beauty, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102971693,Smiling Cat,,,,,,,,
Q102971701,"Snuff bottle with a carved design in blue glass of bats, deer, and cranes with a pink stone stopper",,,,,,,,
Q102971706,Snuff bottle with a design in blue underglaze of two lion dogs with a green stopper,,,,,,,,
Q102971719,"Snuff bottle with a design in blue underglaze with green, turquoise, brown and red enamel glazes of two landscapes with a salmon colored stopper",,,,,,,,
Q102971727,"Snuff bottle with a pink, crackle glaze mottled with blue stopper",,,,,,,,
Q102971735,"Snuff bottle with a pink, mottled design with green stopper",,,,,,,,
Q102971744,Snuff bottle with carved design of figures in a landscape,,,,,,,,
Q102971753,Snuff bottle with green stopper,,,,,,,,
Q102971762,Soba-choko (Noodle sauce cup) with a design in black and brown underglaze of vertical leaf pattern,,,,,,,,
Q102971771,Soba-choko (noodle sauce cup) with a design in black underglaze of  broken diagonal lines,,,,,,,,
Q102971779,Soba-choko (noodle sauce cup) with a design in black underglaze of abstract vertical pattern,,,,,,,,
Q102971785,Soba-choko (noodle sauce cup) with a design in black underglaze of abstract vertical pattern with brush design,,,,,,,,
Q102971793,"Soba-choko (noodle sauce cup) with a design in black underglaze of abstract, alternating vertical lines",,,,,,,,
Q102971799,Soba-choko (Noodle sauce cup) with a design in black underglaze of broken vertical lines,,,,,,,,
Q102971811,Soba-choko (Noodle sauce cup) with a design in blue and brown underglaze of alternating vertical lines,,,,,,,,
Q102971818,Soba-choko (Noodle sauce cup) with a design in blue and brown underglaze of floral motif,,,,,,,,
Q102971827,Soba-choko (Noodle sauce cup) with a design in blue and red underglaze of floral motifs,,,,,,,,
Q102971834,"Soba-choko (noodle sauce cup) with a design in blue underglaze of  a landscape with three buildings, and flying birds with islands",,,,,,,,
Q102971839,Soba-choko (Noodle sauce cup) with a design in blue underglaze of a border of spirals over a geometric line design,,,,,,,,
Q102971846,"Soba-choko (noodle sauce cup) with a design in blue underglaze of a fan, hat, and pillow",,,,,,,,
Q102971855,Soba-choko (noodle sauce cup) with a design in blue underglaze of a landscape,,,,,,,,
Q102971861,Soba-choko (noodle sauce cup) with a design in blue underglaze of a landscape with drying fishing nets with vertical strips,,,,,,,,
Q102971873,Soba-choko (noodle sauce cup) with a design in blue underglaze of a stylized rock and grasses,,,,,,,,
Q102971880,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract clouds,,,,,,,,
Q102971887,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract dot-pattern,,,,,,,,
Q102971896,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract feathers and cherry blossoms,,,,,,,,
Q102971904,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract ferns,,,,,,,,
Q102971914,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract flowers and tendrils,,,,,,,,
Q102971923,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract landscape,,,,,,,,
Q102971930,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract lotus motif in a repeated pattern,,,,,,,,
Q102971937,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract pattern in a square grid with diagonals,,,,,,,,
Q102971944,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract patterns in a square grid,,,,,,,,
Q102971952,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract plant motif,,,,,,,,
Q102971965,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract stalks and leaves,,,,,,,,
Q102971978,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract vertical bundles,,,,,,,,
Q102971987,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract vertical lines,,,,,,,,
Q102971999,"Soba-choko (noodle sauce cup) with a design in blue underglaze of abstract, checkerboard pattern",,,,,,,,
Q102972012,Soba-choko (noodle sauce cup) with a design in blue underglaze of abstracted scales,,,,,,,,
Q102972022,Soba-choko (noodle sauce cup) with a design in blue underglaze of alternating abstract patterns,,,,,,,,
Q102972029,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo,,,,,,,,
Q102972034,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo and fishermen with straw rain cape and two bamboo shoots,,,,,,,,
Q102972039,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo and one flying bird,,,,,,,,
Q102972045,Soba-choko (noodle sauce cup) with a design in blue underglaze of bamboo and plum blossoms with inscription on bottom,,,,,,,,
Q102972055,Soba-choko (noodle sauce cup) with a design in blue underglaze of blossoming plants in three panels,,,,,,,,
Q102972064,Soba-choko (noodle sauce cup) with a design in blue underglaze of buds and plum blossoms,,,,,,,,
Q102972071,Soba-choko (noodle sauce cup) with a design in blue underglaze of double leaf designs in three panels,,,,,,,,
Q102972076,Soba-choko (noodle sauce cup) with a design in blue underglaze of floral motif in repeated pattern,,,,,,,,
Q102972083,Soba-choko (noodle sauce cup) with a design in blue underglaze of floral motif set in a design of vertical stripes,,,,,,,,
Q102972093,Soba-choko (noodle sauce cup) with a design in blue underglaze of flowering plants,,,,,,,,
Q102972102,Soba-choko (noodle sauce cup) with a design in blue underglaze of flowers,,,,,,,,
Q102972109,Soba-choko (noodle sauce cup) with a design in blue underglaze of flowers and tendrils,,,,,,,,
Q102972115,Soba-choko (noodle sauce cup) with a design in blue underglaze of flowers and vines,,,,,,,,
Q102972123,Soba-choko (noodle sauce cup) with a design in blue underglaze of flowers on a geometric ground,,,,,,,,
Q102972134,Soba-choko (noodle sauce cup) with a design in blue underglaze of flowers with circular abstract designs,,,,,,,,
Q102972142,"Soba-choko (noodle sauce cup) with a design in blue underglaze of flying cranes, abstract patterns with foliate rim",,,,,,,,
Q102972148,Soba-choko (noodle sauce cup) with a design in blue underglaze of galloping horse and willow tree,,,,,,,,
Q102972155,Soba-choko (noodle sauce cup) with a design in blue underglaze of grapevines and tendrils,,,,,,,,
Q102972161,Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with a building on outside,,,,,,,,
Q102972169,"Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with building, birds, and sails",,,,,,,,
Q102972177,"Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with building, mountains and birds",,,,,,,,
Q102972185,"Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with pine tree, bamboo, and birds",,,,,,,,
Q102972191,"Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with rocks, trees, and birds",,,,,,,,
Q102972198,Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with sailboats,,,,,,,,
Q102972205,Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with sailboats and a star constellation,,,,,,,,
Q102972214,Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with sailboats and buildings,,,,,,,,
Q102972225,"Soba-choko (noodle sauce cup) with a design in blue underglaze of landscape with two houses, birds, and fish nets",,,,,,,,
Q102972234,Soba-choko (noodle sauce cup) with a design in blue underglaze of low-lying mountain with stylized plant forms,,,,,,,,
Q102972243,Soba-choko (noodle sauce cup) with a design in blue underglaze of lozenge shapes in a cross hatched pattern,,,,,,,,
Q102972256,Soba-choko (noodle sauce cup) with a design in blue underglaze of morning glories on a trellis and two butterflies,,,,,,,,
Q102972272,Soba-choko (noodle sauce cup) with a design in blue underglaze of ovals set in rectangles,,,,,,,,
Q102972289,Soba-choko (noodle sauce cup) with a design in blue underglaze of pine boughs,,,,,,,,
Q102972307,"Soba-choko (noodle sauce cup) with a design in blue underglaze of pine, plum and bamboo",,,,,,,,
Q102972320,Soba-choko (noodle sauce cup) with a design in blue underglaze of plaid pattern,,,,,,,,
Q102972334,Soba-choko (noodle sauce cup) with a design in blue underglaze of plant forms,,,,,,,,
Q102972348,Soba-choko (noodle sauce cup) with a design in blue underglaze of plant forms set in squares,,,,,,,,
Q102972367,Soba-choko (noodle sauce cup) with a design in blue underglaze of plant still life,,,,,,,,
Q102972384,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and a butterfly,,,,,,,,
Q102972402,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and rocks,,,,,,,,
Q102972417,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and vegetation,,,,,,,,
Q102972436,Soba-choko (noodle sauce cup) with a design in blue underglaze of plants and vegetation in a grid pattern,,,,,,,,
Q102972454,"Soba-choko (noodle sauce cup) with a design in blue underglaze of plants, pine saplings with an inscription on the bottom",,,,,,,,
Q102972471,Soba-choko (noodle sauce cup) with a design in blue underglaze of radishes,,,,,,,,
Q102972489,Soba-choko (noodle sauce cup) with a design in blue underglaze of sacred fungus and tendrils,,,,,,,,
Q102972503,Soba-choko (noodle sauce cup) with a design in blue underglaze of seascape islands and sailboats,,,,,,,,
Q102972520,Soba-choko (noodle sauce cup) with a design in blue underglaze of spiral motif,,,,,,,,
Q102972532,Soba-choko (noodle sauce cup) with a design in blue underglaze of squares filled with plum and bamboo,,,,,,,,
Q102972547,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized bamboo,,,,,,,,
Q102972562,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized flowers or plants,,,,,,,,
Q102972577,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized pine and bamboo,,,,,,,,
Q102972589,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized pine branches,,,,,,,,
Q102972606,Soba-choko (noodle sauce cup) with a design in blue underglaze of stylized plant forms,,,,,,,,
Q102972625,Soba-choko (noodle sauce cup) with a design in blue underglaze of thick and thin vertical stripes,,,,,,,,
Q102972641,Soba-choko (noodle sauce cup) with a design in blue underglaze of thistles,,,,,,,,
Q102972657,Soba-choko (noodle sauce cup) with a design in blue underglaze of three abstract flowers and vertical stripes,,,,,,,,
Q102972674,Soba-choko (noodle sauce cup) with a design in blue underglaze of three floral motifs contained in three cartouches separated by an abstract design,,,,,,,,
Q102972689,Soba-choko (noodle sauce cup) with a design in blue underglaze of three flowering plants set in three panels,,,,,,,,
Q102972706,Soba-choko (noodle sauce cup) with a design in blue underglaze of three plants,,,,,,,,
Q102972723,Soba-choko (noodle sauce cup) with a design in blue underglaze of three sets of plants,,,,,,,,
Q102972741,Soba-choko (noodle sauce cup) with a design in blue underglaze of three young pine trees and mountain,,,,,,,,
Q102972758,Soba-choko (noodle sauce cup) with a design in blue underglaze of trees and plant forms with a foliate ring,,,,,,,,
Q102972775,Soba-choko (noodle sauce cup) with a design in blue underglaze of triangle-shapes,,,,,,,,
Q102972787,Soba-choko (noodle sauce cup) with a design in blue underglaze of two bamboo stalks,,,,,,,,
Q102972801,Soba-choko (noodle sauce cup) with a design in blue underglaze of two bundles of grain,,,,,,,,
Q102972814,Soba-choko (noodle sauce cup) with a design in blue underglaze of two butterflies and plant forms,,,,,,,,
Q102972824,Soba-choko (noodle sauce cup) with a design in blue underglaze of two Chinese men and bamboo,,,,,,,,
Q102972834,Soba-choko (noodle sauce cup) with a design in blue underglaze of two flowering plants and two abstract design panels,,,,,,,,
Q102972840,Soba-choko (noodle sauce cup) with a design in blue underglaze of vertical brush pattern,,,,,,,,
Q102972848,Soba-choko (noodle sauce cup) with a design in blue underglaze of vertical lines,,,,,,,,
Q102972853,Soba-choko (noodle sauce cup) with a design in blue underglaze of vertical stripes with three stylized butterflies,,,,,,,,
Q102972858,Soba-choko (noodle sauce cup) with a design in blue underglaze of vines and tendrils,,,,,,,,
Q102972866,Soba-choko (noodle sauce cup) with a design in blue underglaze of waves and flying sea plover (chidori),,,,,,,,
Q102972871,"Soba-choko (noodle sauce cup) with a design in blue underglaze of willow tree, rocks and two butterflies",,,,,,,,
Q102972880,"Soba-choko (noodle sauce cup) with a design in blue underglaze of wine jar and chrysanthemums, ladle and flying bird",,,,,,,,
Q102972889,Soba-choko (noodle sauce cup) with a design in blue underglaze of wisteria flowers,,,,,,,,
Q102972896,Soba-choko (noodle sauce cup) with a design in blue underglaze of wisteria flowers and four circles,,,,,,,,
Q102972903,Soba-choko (noodle sauce cup) with a design in blue underglaze oftwo floral motifs,,,,,,,,
Q102972909,Soba-choko (noodle sauce cup) with a design in blue underglaze two Chinese men and bamboo,,,,,,,,
Q102972916,Soba-choko (noodle sauce cup) with a design in brown glaze of reeds with orange and and white glaze,,,,,,,,
Q102972923,Soba-choko (Noodle sauce cup) with a design in green and brown underglaze of plaid checkerboard pattern,,,,,,,,
Q102972929,"Soba-choko (noodle sauce cup) with a design of Chinese men, floral motifs in  blue underglaze and green, gold and taupe enamels",,,,,,,,
Q102972938,Soba-choko (Noodle Sauce Cup) with a Design of Flowers and Bamboo,,,,,,,,
Q102972950,"Soba-choko (Noodle Sauce Cup) with a Design of Trees, Plants, Grasses, and an Inside Border of Lozenges",,,,,,,,
Q102972955,Soba-choko (noodle sauce cup) with a palmette design,,,,,,,,
Q102972962,Soba-choko (noodle sauce cup) with brown glaze,,,,,,,,
Q102972972,Soba-choko (noodle sauce cup) with calligraphy on the bottom,,,,,,,,
Q102972979,Soba-choko (noodle sauce cup) with celadon glaze with a design in blue underglaze of a cross hatch pattern on the inside rim with a foliate rim,,,,,,,,
Q102972990,Soba-choko (noodle sauce cup) with fluted sides and foliate rim in the shape of chrysanthemum,,,,,,,,
Q102972998,Soba-choko (noodle sauce cup) with green glaze with a pressed seal of a sea plover on base,,,,,,,,
Q102973005,Soba-choko (noodle sauce cup) with temmoku glaze,,,,,,,,
Q102973010,"Soldats! il fait très-froid, from Album du Siége",,,,,,,,
Q102973016,Soldiers Before a Queen (Tribute to a Sultana),,,,,,,,
Q102973027,Solitary Sandpiper,,,,,,,,
Q102973040,Soma ware cup with a design of running horse inside,,,,,,,,
Q102973046,Soma ware cup with a design of running horse on the outside,,,,,,,,
Q102973058,Soma ware cup with running horse in relief on the inside,,,,,,,,
Q102973066,"Sound-PM, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102973079,Space Drawing,,,,,,,,
Q102973086,Space Fruit: Still Life (Peaches),,,,,,,,
Q102973100,Spel van Advies (Play of Advice),,,,,,,,
Q102973110,Spherical ojime (bead) in the form of mice,,,,,,,,
Q102973118,Spindle Whorl,,,,,,,,
Q102973129,Spirits Watching,,,,,,,,
Q102973135,"Spoleto, Italy",,,,,,,,
Q102973143,Square dish with a design in blue under glaze of a landscape,,,,,,,,
Q102973152,"Square Napoléon. (Napoléon Square), from Album du Siége",,,,,,,,
Q102973162,Square oribe ware dish with a design of chrysanthemum,,,,,,,,
Q102973169,Square seal,,,,,,,,
Q102973178,Square seto ware dish with an abstract design,,,,,,,,
Q102973183,Square-sided jar with two dragons on shoulder with a design in black slip of flowers,,,,,,,,
