qid,label_en,author_uuid,author,author_stated_as,author_series_ordinal,author_ref1_hash,author_ref1_referenceUrl,author_ref1_stated_in,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
Q115681962,"Review of American congregations, volume 1: Portraits of twelve congreations and American congregations",A91D1289-D8AB-4A92-A632-1A507DE5826B,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e82ad642-7257-4d03-b8e7-913caa9c9197,2022-12-12T00:00:00Z,11
Q115681963,A New Dean Meets a New Day in Theological Education,9504AF51-E85C-4D54-9414-04941D812FD7,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,f38b0543-7d04-4d50-a9d1-0f597436eec1,2022-12-12T00:00:00Z,11
Q115681965,Conscience and justice : interpreting the social teachings of the Presbyterian Church,9492FD33-2DE0-46E8-96B2-4E47E2ED91F3,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,614cf9f0-57f6-49e9-aad4-9938aec4763a,2022-12-12T00:00:00Z,11
Q115681966,Generous saints : congregations rethinking ethics and money,D0E66B9B-1DC1-4F48-9BDA-5E35048D06FD,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7113a4a5-a94b-4b59-95de-1f95908e3c06,2022-12-12T00:00:00Z,11
Q115681967,In pursuit of the Almighty's dollar a history of money and American Protestantism,27B07F84-F3C6-4FC8-9909-35E4B40A59B4,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,d766033b-c5f1-4705-8aa9-ddc4dc6dc382,2022-12-12T00:00:00Z,11
Q115681968,"Review of Hard, Hard Religion: Interracial Faith in the Poor South, HayesJohn",4A3DB4CD-C09F-41CC-A62F-71AD46BDD207,Q83422314,James Hudnut-Beumler,,825d004937657135b6ba835802a35e0590dd3fb1,https://www.jstor.org/stable/26538024,,3ed58bab-b212-4839-abc8-c57fae769844,2022-12-12T00:00:00Z,11
Q115681969,Review of The Fifties Spiritual Marketplace: American Religion in a Decade of Conflict by Robert S. Ellwood,D1607BCF-CC1B-401A-86D1-54A1BC60507F,Q83422314,James David Hudnut-Beumler,,1684f9d440f472288339593567567fd087385499,http://www.jstor.org/stable/23335470,,7b5130c1-830b-4d37-9e77-e91af0e660df,2022-12-12T00:00:00Z,11
Q115681970,Review of the United Synod of the South: the Southern New School Presbyterian Church,1037FD67-48EE-4479-B159-AED1E17254D0,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,04d201de-e224-4751-a274-27ae94288fc5,2022-12-12T00:00:00Z,11
Q115681971,Review of Tradition and Transformation in Catholic Culture,7A79776B-6668-40D9-8954-A45F9C9C2023,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,70600a8c-0661-472c-879d-0b56c6df339a,2022-12-12T00:00:00Z,11
Q115681974,"Review of Illusions of innocence: protestant primitivism in America, 1630-1875",7D9AF9BA-4E1B-4B79-8756-1ABD1B4C7A32,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,83841a1f-1176-4f40-a955-ef1ba49816e7,2022-12-12T00:00:00Z,11
Q115681975,Social teachings of the Presbyterian Church,B8E157EE-B005-409E-8FAA-D5717B5B5DAB,Q83422314,James D Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,3391f7b8-0af1-4599-a4d2-aac0a36ac1ca,2022-12-12T00:00:00Z,11
Q115681976,Book Review of Shaker Fever: America's Twentieth-Century Fascination with a Communitarian Sect,CCA2DD5E-D66E-409B-82DE-CD997E56F8CA,Q83422314,James Hudnut-Beumler,,2307cb0417cbc73e03a2571a58998c1fadd8c35d,https://doi.org/10.1093/jahist/jaac076,,8eb21335-e53c-4410-9fea-485e42fa68fa,2022-12-12T00:00:00Z,11
Q115681978,The story of religion in America: an introduction,CA694275-2CDF-4BB1-BFD1-5E6FA66051B5,Q83500320,James P Byrd,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a4a69d35-2c98-4297-b191-38cc753304dd,2022-12-12T00:00:00Z,11
Q115681978,The story of religion in America: an introduction,EF64EE68-539A-42F5-A1BB-88263E35EE9D,Q83422314,James David Hudnut-Beumler,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a4a684c8-9313-4304-a8bb-9a6265401d54,2022-12-12T00:00:00Z,11
Q115681979,"At the Altar of Wall Street: The Rituals, Myths, Theologies, Sacraments, and Mission of the Religion Known as the Modern Global Economy",4DBAEDF0-7557-4253-AF7C-013A3B85BF96,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,8942cee1-e0f5-4d21-8093-50a2f047dde6,2022-12-12T00:00:00Z,11
Q115681980,Idols of nations: biblical myth and the origins of capitalism,9438D9C9-AB7A-4825-B20C-0292BF769DCF,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,71021aba-ff48-4464-9d07-ee31bf7d248e,2022-12-12T00:00:00Z,11
Q115681981,The Blessings of Business: How Corporations Shaped Conservative Christianity,7CB31FE9-6897-4219-8D0C-85FC96CD30CB,Q83422314,James David Hudnut-Beumler,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a73caea6-b634-495d-bac9-491efc1086c1,2022-12-12T00:00:00Z,11
Q115681984,Understanding the social practices that sustain a bir[a]cial congregation,233273C9-E2E1-4D3A-B68B-7087DF2877A2,Q83505927,Daniel Edwin Joranko,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,42607fd8-02eb-42c6-9323-c57be3a0d1e6,2022-12-12T00:00:00Z,11
Q115681986,"Herrens bud- elitens interesser? Lov, makt og rettferdighet i Det gamle testamente",7B838D7F-D38E-4628-9DB0-2C50EEAC5EE5,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1c08808d-6fbd-4682-b0e1-3b9ec6ec8b80,2022-12-12T00:00:00Z,11
Q115681987,Discovering Eve: Ancient Israelite Women in Context,E31A9926-123F-4ACE-ADF6-0B3442FECCA6,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,05fa9427-258a-4a21-b1f9-c7d20e1d0da9,2022-12-12T00:00:00Z,11
Q115681988,"La création dans l'Orient ancien: Congrès de l'ACFEB, Lille (1985)",7894FA74-EEB6-427E-9529-2A3B716F3EA6,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,0f44ef38-246f-42ba-bbf7-4f463869e503,2022-12-12T00:00:00Z,11
Q115681989,Old Testament ethics,DE3E16E0-3145-4822-A67A-94C6AE530CAE,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,55a78fa4-d06a-4f92-847f-98187c8bdd2e,2022-12-12T00:00:00Z,11
Q115681990,Moral values and literary traditions : the case of the succession narrative (2 Samuel 9-20; 1 Kings 1-2),1F28EB42-2EA0-46D2-9CEE-580C315FDDDD,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e67d27a6-60a2-44e5-95a6-1094f04a4451,2022-12-12T00:00:00Z,11
Q115681991,Canon and the history of tradition : a critique of Brevard S Childs' Introduction to the Old Testament as scripture,D2FBF2DC-B4F0-448D-9CC9-A0F532E21ECC,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,3f8f1092-af53-42e7-8967-cf4fa80e730f,2022-12-12T00:00:00Z,11
Q115681994,Wellhausen and the interpretation of Israel's literature,B9EA617B-DF0C-40E0-A9E5-5156A5CD55C0,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,c47f84c7-f684-453d-aff8-cd458ee6e2c1,2022-12-12T00:00:00Z,11
Q115681995,Prophet und Tradition: Versuch einer Problemstellung,652AD119-087E-4A9A-AE59-9ACA80848D70,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7377a9eb-f560-412c-a6e2-95225b323d31,2022-12-12T00:00:00Z,11
Q115681996,"The understanding of ""Sitz im Leben"" in form criticism",AC020B7B-B41A-4BB0-87B8-34C401FBAF8F,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,f3e41dd0-ab90-4836-8703-657568424f65,2022-12-12T00:00:00Z,11
Q115681998,Humanizing America's iconic book,DFEE380A-B296-4037-98EF-E85585A83891,Q61482585,Gene M Tucker,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1db0988f-bda8-4660-9597-7a1ec869390d,2022-12-12T00:00:00Z,11
Q115681998,Humanizing America's iconic book,5DC0BDC6-4546-4E2A-B1E8-F39BE557FFCB,Q87480821,Douglas A Knight,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e6936a09-508d-463a-982e-28b2b4c6abb9,2022-12-12T00:00:00Z,11
Q115681999,The meaning of the Bible : what the Jewish scriptures and Christian Old Testament can teach us,BB7469FD-EBB0-416B-A507-170930E9C289,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4ffe1fe4-caa9-461e-9135-03d62fc18076,2022-12-12T00:00:00Z,11
Q115681999,The meaning of the Bible : what the Jewish scriptures and Christian Old Testament can teach us,B351E9AD-97EF-4A58-90C1-C5BAFDEBB074,Q87480821,Douglas A Knight,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7c24cd54-fadf-41c3-8e1a-c079c695fb47,2022-12-12T00:00:00Z,11
Q115682376,Studies in the Hebrew Bible / Old Testament in the Americas of the Twentieth Century,1E5AA3D6-2C49-4CAA-BE84-3742526D0103,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4f9ee7fd-71eb-4a9c-bcdf-c9ebe7bcdc25,2022-12-12T00:00:00Z,11
Q115682377,Rediscovering the traditions of Israel,5925809F-8B92-4DF3-8AC9-01AB906B775C,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,bf3d8f85-0608-42ec-8260-7b26ebf3f17f,2022-12-12T00:00:00Z,11
Q115682378,"Law, power, and justice in ancient Israel",D060B86C-ACA7-45A5-A253-03303F517BE9,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,782a3cd3-7b48-4965-8c0b-d323b4ed83bc,2022-12-12T00:00:00Z,11
Q115682379,Justice and the holy : essays in honor of Walter Harrelson,67987DB9-F1BC-4E17-B943-D1765CFD6358,Q87480821,Douglas A Knight,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,0dce79cb-7ccb-455a-8ece-92ceec3e543c,2022-12-12T00:00:00Z,11
Q115682379,Justice and the holy : essays in honor of Walter Harrelson,9B164128-45CD-4B54-98D4-E455E6755608,Q64595161,Peter J Paris,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,48fec964-2481-4670-9486-648c9984dc38,2022-12-12T00:00:00Z,11
Q115682380,Why study the Bible,5A9CF391-AD32-4146-A2AB-B341DBA69506,Q87480821,Douglas A Knight,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,31183d1e-93d2-4bdf-9321-e177af5b6774,2022-12-12T00:00:00Z,11
Q115682380,Why study the Bible,258DAC85-9CE6-4A2A-BD02-A7B9FF540076,Q718257,Walter Brueggemann,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4c0ac1de-8ffa-4242-8021-d047e5650727,2022-12-12T00:00:00Z,11
Q115682381,Julius Wellhausen and His Prolegomena to the History of Israel,BABC79B5-0FA2-4A96-8E57-E2A9F5F33DAD,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,1b770da7-805a-433b-a3a7-ef9044c3a3bd,2022-12-12T00:00:00Z,11
Q115682383,"Introduction: Ethics, Ancient Israel, and the Hebrew Bible",3358BFBA-E723-49B0-B977-46145B92A824,Q87480821,Douglas A Knight,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,958878f4-f6c5-4ef9-85db-877250ccdb1c,2022-12-12T00:00:00Z,11
Q115682384,With Friends Like David Klinghoffer...,F50569A5-C58F-45DB-B5A2-40E087A04DB4,Q4749053,Amy-Jill Levine,,94bdac4953022f0b1bc545b3a5d5d3f6bac00b72,http://search.proquest.com/docview/218739865/abstract/d9921ebaa112490cpq/1,,e90ffe94-8fe5-4178-835c-c28515f7c0b6,2022-12-12T00:00:00Z,11
Q115682385,"The new interpreter's Bible, v 1: general articles on the Bible; general articles on the Old Testament; Genesis; Exodus; Leviticus",B2C3F339-A6B8-4C44-A0D5-2DA3940201B8,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a7f5b8ef-879b-408d-832c-768af4ac2d6c,2022-12-12T00:00:00Z,11
Q115682392,"The Social and Ethnic Dimensions of Matthean Salvation History: ""Go Nowhere Among the Gentiles"" (Matt. 10:5b)",37EB5325-6790-47F8-9F60-E5D5C7B79F74,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,39459de0-7574-40e7-bac7-43e24ca23d60,2022-12-12T00:00:00Z,11
Q115682393,Paul and the Law,417709D9-C888-4811-B95A-593EE3BFDF34,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,ab7717ad-d299-4fc5-b938-a915134d2698,2022-12-12T00:00:00Z,11
Q115682394,"Seventy Times Seven: Sin, Judgment, and Forgiveness in Matthew",154A16F9-F484-4A0C-9D04-8AF176EF2137,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,925063cd-51c7-4fd6-9a55-5024b2413f50,2022-12-12T00:00:00Z,11
Q115682395,Towards a Feminist Critical Reading of the Gospel according to Matthew,A06CBDCD-8E9B-4D11-9342-7B40461C154C,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,85daabcf-ceec-4e1a-abf4-410372452f2d,2022-12-12T00:00:00Z,11
Q115682396,No Longer Be Silent: First Century Jewish Portraits of Biblical Women: Studies in Pseudo-Philo's Biblical Antiquities and Josephus's Jewish Antiquities,777EC751-17B3-4E15-9DB7-44CF656D4174,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,9ba8e2d7-0fce-4b08-9472-5aa823221844,2022-12-12T00:00:00Z,11
Q115682397,But SHE said: feminist practices of biblical interpretation,BB6A747F-4429-42E8-959B-8CEAA61C676D,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,491c7b56-a3bc-403e-802a-9eba4520ba60,2022-12-12T00:00:00Z,11
Q115682398,"Studies in exegesis: Christian critiques of Jewish law and Rabbinic responses, 70-300 C.E",C0F6E5BB-4BDC-41B5-AD3E-CDEF7E764A5E,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,70042ab4-7813-46f3-ab4b-4461be76e592,2022-12-12T00:00:00Z,11
Q115682399,Mary Magdalene understood,ED47F2A7-B761-480E-B9FB-004E49E3C8FE,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,74464812-d7e6-445c-9b10-8c1eb4904fdb,2022-12-12T00:00:00Z,11
Q115682400,Matthew and his world: the gospel of the open Jewish Christians--studies in biblical theology,B84FDB96-EF51-47D2-955C-7904D5004885,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4b7b9fab-5a2f-4910-90c4-27b16c25c2d0,2022-12-12T00:00:00Z,11
Q115682401,Contesting texts: Jews and Christians in conversation about the Bible,59F7DFD8-E700-49F9-B93A-DE1C0807E1E0,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,6522455a-6b1b-4d54-b8a8-8b39ffbef840,2022-12-12T00:00:00Z,11
Q115682402,Misusing Jesus: how the church divorces Jesus from Judaism,8F778AC2-F159-4EF3-AF9D-20A3DA0607FE,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,65059be4-14f1-47e3-9893-38345ca685f0,2022-12-12T00:00:00Z,11
Q115682404,"Mel Gibson, the scribes, and the Pharisees",78480CA9-E824-46A2-848C-70D7F305730F,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a3034df1-2265-45c3-80ca-f179b4e57f87,2022-12-12T00:00:00Z,11
Q115682405,Response by Levine,8F6213A6-C513-43F1-A76F-B26B468C09B8,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,dcf6e738-9467-4610-9280-e622025f7e81,2022-12-12T00:00:00Z,11
Q115682406,Yeshua: A Model for Moderns,D7733034-E81E-40A1-BD3E-3484569A6596,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,563a8dff-f5b6-498d-a5e2-b4a2dea96fae,2022-12-12T00:00:00Z,11
Q115682407,Messianic Exegesis: Christological Interpretation of the Old Testament in Early Christianity,B3F7A614-E27B-422B-8443-5FDC1C057C63,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4b491147-fe12-476c-8f43-01bfafc39e15,2022-12-12T00:00:00Z,11
Q115682408,Who's catering the Q affair : Feminist observations on Q paraenesis,31DF88B4-A364-44E4-932B-7E954C1B354F,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,becfb6d7-7a14-4564-8d1c-87e307ea7334,2022-12-12T00:00:00Z,11
Q115682409,Jewish Christianity reconsidered: rethinking ancient groups and texts,A46E72B2-8B74-4845-A55F-AB49B4F108E2,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,92d21c51-bd3a-44d6-be28-48ca412057fc,2022-12-12T00:00:00Z,11
Q115682411,Pain and Polemic: Anti-Judaism in the Gospels,98EBA1F2-D168-4450-8141-7741364A78B2,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,ecc309cc-d290-45ab-8803-63c0e569c973,2022-12-12T00:00:00Z,11
Q115682412,Israel's Law and the Church's Faith: Paul and His Recent Interpreters,343C9A24-A5AB-4602-93E6-C60186099E6E,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,50720779-a679-425e-9d4c-9c0b6fea8a12,2022-12-12T00:00:00Z,11
Q115682413,Jew and Gentile in the ancient world: attitudes and interactions from Alexander to Justinian,B0390571-EBC2-4CA7-B2BA-64A176E3F55A,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,2f2cc2ea-05d2-47ac-92b4-eb0b1c136cb5,2022-12-12T00:00:00Z,11
Q115682414,The changing faces of Jesus,EBC946DD-C1D6-4F8D-B63E-AF13F91F2C73,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,c036a3f7-5c38-4bba-a2d2-e002cb8aa7c3,2022-12-12T00:00:00Z,11
Q115682415,Sacrifice and Salvation: Otherness and Domestication in the book of Judith,4472828E-F005-45E2-B7EC-BA59E354DAC9,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,9641b820-845c-42a9-80e9-f8a2c1de0afc,2022-12-12T00:00:00Z,11
Q115682416,The Halakah of Jesus of Nazareth according to the Gospel of Matthew,390D371C-80F1-4A51-9865-C87403064A97,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4e264c2c-3fa6-4a97-9635-63e71d285a46,2022-12-12T00:00:00Z,11
Q115682419,"Who counts?:  100 sheep, 10 coins, and 2 sons",E889BED7-B44D-4089-AE3C-EB81F60A1E78,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,7af0d214-6014-477e-8ea6-624b18eea707,2022-12-12T00:00:00Z,11
Q115682419,"Who counts?:  100 sheep, 10 coins, and 2 sons",DB1C7C55-28DD-4DCD-BB13-9F51BECE07DA,Q3472099,Sandy Eisenberg Sasso,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,791f3604-4690-485f-949b-4d0cc352f3ff,2022-12-12T00:00:00Z,11
Q115682421,Habits of anti-Judaism: critiquing a PCUSA report on Israel/Palestine,4D2D43DE-69FE-4E92-9D07-926B2699C414,Q4749053,Amy-Jill Levine,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,b9726dd7-17da-4d3a-b3bf-40675f928af2,2022-12-12T00:00:00Z,11
Q115682423,Matthew and anti-Judaism,C86EF785-8C33-4679-AC26-895965BCBF3D,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,97e9609d-f1b2-4b9e-b305-8665a425b4ac,2022-12-12T00:00:00Z,11
Q115682522,"The Earth Moved: Jesus, Sex, and Eschatology",8F453B35-70EA-42D6-8BD5-053646206994,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,6689454d-39e5-421d-afb4-735ec33178d4,2022-12-12T00:00:00Z,11
Q115682523,"""Jesus the Hillelite"" -- A Response to Harvey Falk",5F7D933F-3485-4890-9529-D6E07D5EDB12,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,fda2f92f-6e7a-4c3f-8576-0d7c880828e3,2022-12-12T00:00:00Z,11
Q115682524,"The New Testament apocrypha and pseudepigrapha: a guide to publications, with excursuses on Apocalypses",778CDB81-DC69-4C61-88B5-72DACAB42FA5,Q6135111,James H Charlesworth,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,e3ce7ef9-283a-45ef-a1d2-c50feb234cfc,2022-12-12T00:00:00Z,11
Q115682524,"The New Testament apocrypha and pseudepigrapha: a guide to publications, with excursuses on Apocalypses",ED407665-8751-4E8E-8C83-2A130FB5A779,Q4749053,Amy-Jill Levine,3,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,841af6b0-56bb-4a57-a7cd-afafed62ec78,2022-12-12T00:00:00Z,11
Q115682525,Rebecca's Children,0B522136-B9FD-4738-BDC0-159FF68363E8,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,29bcd0ce-097f-427e-a847-703b8aca90ed,2022-12-12T00:00:00Z,11
Q115682527,"Oxen, Women or Citizens? Slaves in the System of the Mishnah",B274AF8C-E0E5-470B-94C4-E0F8ED4A46D9,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,bef77787-68b6-4998-b844-5be319e475a7,2022-12-12T00:00:00Z,11
Q115682528,Who Was a Jew?,3D6A9CED-9347-4592-9ED7-F752BF637611,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,4389c3ec-c6f2-4903-bf33-f0fcc492bccb,2022-12-12T00:00:00Z,11
Q115683704,"Correcting Anti-Jewish Stereotypes, The Gospel of Luke",E0415F4C-C3F4-4D26-A802-FC1B8E8D61AB,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,d96e5f16-d41f-4a56-894a-8a824a1e92b3,2022-12-12T00:00:00Z,11
Q115683704,"Correcting Anti-Jewish Stereotypes, The Gospel of Luke",F69FA5AC-5FB3-4915-8C65-9580549AFCE6,Q6755973,Marc Zvi Brettler,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,929cdbf0-ef8a-4890-822a-2ae03062d424,2022-12-12T00:00:00Z,11
Q115683705,"A Marginal Jew: Rethinking the Historical Jesus. Volume 5, Probing the Authenticity of the Parables.",5006C649-C155-4FCC-9732-FAD378E10D5F,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,78550f31-6763-4591-9af5-97b65dbc74de,2022-12-12T00:00:00Z,11
Q115683706,The New Testament : methods and meanings,54E4CBB3-8AAB-4D05-A703-7D0E7F724C85,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,af7a8431-59ce-4267-b472-f7b3f63537af,2022-12-12T00:00:00Z,11
Q115683706,The New Testament : methods and meanings,486ED4CD-4BF9-45DE-8D6F-CFC3658242A6,Q7970101,Warren Carter,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,63f7eb70-5418-4a63-a9ff-25eb2f8a613c,2022-12-12T00:00:00Z,11
Q115683708,"Medjugorje and the supernatural: science, mysticism, and extraordinary religious experience.",F2D392E8-4D2A-49FB-A4AA-6C991918E73F,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,eb55e571-d7cf-4a2d-aaea-288aa2e2d4c7,2022-12-12T00:00:00Z,11
Q115683709,Light of the world: a beginner's guide to Advent,5E74938F-B8B4-4A79-9F2E-4CB43CEE44E6,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,c56a26ee-e3ae-43de-92ca-761f70a21cc7,2022-12-12T00:00:00Z,11
Q115683710,A Saint for East and West: Maximus the Confessor's contribution to Eastern and Western Christian theology,5BEB7280-32D1-4F87-982D-36E9C42384EB,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,a69c5e7f-7111-49f2-8033-4ca7d1c85e6c,2022-12-12T00:00:00Z,11
Q115683712,Entering the passion of Jesus: a beginner's guide to Holy Week,DE241F38-66FF-487D-8F17-B598D69D9ECD,Q4749053,Amy-Jill Levine,,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,bf9b3afb-30d2-4c72-98ed-2ac80ab06eef,2022-12-12T00:00:00Z,11
Q115683713,Who Is My Neighbor?,B0E985C4-3F2D-4B70-B64E-72D6AF737CBF,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,84600fd5-1462-4bc3-8f08-528e9c7e7811,2022-12-12T00:00:00Z,11
Q115683713,Who Is My Neighbor?,C55DDFDC-6D2D-4E64-A570-131B14CE944B,Q3472099,Sandy Eisenberg Sasso,2,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,43226afe-3381-4869-8808-8d1c78a469a8,2022-12-12T00:00:00Z,11
Q115683714,The marvelous mustard seed,C3B59EF7-9749-4BD7-A108-5B9398FBF391,Q4749053,Amy-Jill Levine,1,ee5b3c703ea5aa7c335ebfcde40253125834d12c,,Q114403967,ff703620-2db9-4de1-b924-e6d152d0bd6d,2022-12-12T00:00:00Z,11
